Question,Answer
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,Không có thông tin về các ngôi chùa đạt di tích lịch sử cấp tỉnh trong đoạn văn.
Đền Bắc Mục tọa lạc tại vị trí nào?,"Đền Bắc Mục nằm sát bờ sông Lô trên địa bàn tổ dân phố Bắc Mục, thị trấn Tân Yên, huyện Hàm Yên, tỉnh Tuyên Quang."
Đền Bắc Mục cách cầu Bắc Mục bao xa?,Đền Bắc Mục cách cầu Bắc Mục 30 mét.
Đền Bắc Mục được thành lập khi nào?,"Đền Bắc Mục được thành lập năm 1738, ở triều vua Vĩnh Hựu."
Đền Bắc Mục có bao nhiêu năm tuổi?,Đền Bắc Mục có gần 300 năm tuổi.
Đền Bắc Mục thờ ai?,Đền Bắc Mục thờ vị anh hùng dân tộc Trần Hưng Đạo và bái vọng thánh mẫu.
Đền Bắc Mục thờ ai theo truyền thuyết từ thời đại Hùng Vương?,Đền Bắc Mục bái vọng thánh mẫu theo truyền thuyết từ thời đại Hùng Vương.
Đền Bắc Mục đạt di tích lịch sử cấp nào?,Đền Bắc Mục là di tích văn hóa lịch sử lâu đời của huyện Hàm Yên.
Đền Cấm Tuyên Quang thờ ai?,Đền Cấm Tuyên Quang thờ Bà Chúa Thượng Ngàn và Thần Xà.
Đền Cấm Tuyên Quang được xây dựng từ khi nào?,Đền Cấm Tuyên Quang được xây dựng từ thế kỷ XIX.
Đền Cấm Tuyên Quang tọa lạc tại vị trí nào?,"Đền Cấm Tuyên Quang tọa lạc dưới chân núi Cấm thuộc dải núi Dùm, nằm cách trung tâm thành phố khoảng 4km."
Đền Cấm Tuyên Quang có kiến trúc gì đặc biệt?,Đền Cấm Tuyên Quang sở hữu kiến trúc mang đậm phong cách thời Nguyễn với những dấu ấn tín ngưỡng cổ.
"Đền Cấm Tuyên Quang có những gian, tòa nào?","Đền Cấm Tuyên Quang gồm có 4 tòa nhà chính là cung Chúa Bà, cung Sơn Trang, Tam tòa Thánh Mẫu và cung Tam Bảo."
Từng gian ở đền Cấm Tuyên Quang thờ ai?,"Cung Chúa Bà thờ Bà Chúa Thượng Ngàn, cung Sơn Trang thờ Mẫu Sơn Trang, Tam tòa Thánh Mẫu thờ Mẫu Thượng Thiên, Mẫu Thượng Ngàn, Mẫu Thoải, cung Tam Bảo thờ Phật."
"Đền Cấm Tuyên Quang có những bảo vật, hiện vật quý giá nào?","Đền Cấm Tuyên Quang lưu giữ nhiều di vật, hiện vật cổ quý giá từ các triều đại phong kiến Việt Nam như bia đá lịch sử, tượng Phật, tượng Thần, hoành phi, câu đối, đỉnh đồng, chân đèn, bát hương sứ men lam..."
Đền Cấm Tuyên Quang đạt di tích lịch sử cấp nào?,Đền Cấm đã được xếp hạng là Di tích lịch sử văn hóa cấp tỉnh vào năm 2007.
Đền Cảnh Xanh có tên gọi khác là gì?,Đền Cảnh Xanh còn gọi là đền Cây Xanh.
Đền Cảnh Xanh có kiến trúc gì đặc biệt?,"Đền Cảnh Xanh được dựng theo hình chữ Đinh, gồm toà tiền đường và hậu cung, mái được đắp nổi rồng chầu mặt nguyệt với bốn đầu đao cong vút cánh điệu. Kiến trúc độc đáo của ngôi đền được tạo nên bởi lớp lớp cây xanh, cành lá xum xuê, rễ buông như xà long uốn khúc."
Đền Cảnh Xanh tổ chức lễ hội vào ngày nào?,"Lễ chính đền vào ngày 18 tháng Giêng âm lịch; ngày mùng 3 tháng Tư lễ vào hè; ngày 3 tháng Bảy lễ ra hè, ngày 20 tháng Tám giỗ Đức Thánh Trần; ngày 10 tháng Chạp lễ tất niên."
"Đền Cảnh Xanh có những bảo vật, hiện vật quý giá nào?","Trong đền hiện còn lưu giữ một số hiện vật có giá trị, như quả chuông đồng cổ, 3 bức đại tự bằng chữ Hán và 5 đạo sắc thời Nguyễn."
Đền Cảnh Xanh tọa lạc tại vị trí nào?,"Đền Cảnh Xanh tọa lạc tại phường Minh Xuân, thị xã Tuyên Quang. Đền ngự trong khuôn viên khoảng 600m², lưng tựa vào núi, xa xa sơn thủy uốn khúc, long hổ ôm quanh."
Đền Cảnh Xanh thờ ai?,Đền Cảnh Xanh thờ Bà chúa Thượng ngàn.
Những câu chuyện liên quan tới đền Cảnh Xanh?,"Theo truyền thuyết, thời Hùng Vương thứ 18, Tản Viên Sơn Thánh có một người con gái thông minh, xinh đẹp, văn võ toàn tài, huý là La Bình hay còn gọi là Cô Bé. Cô đi đến đâu, mưa tạnh, rét ngừng, muông thú ùa đến giao duyên làm bạn. Vua đã phong hiệu cho nàng là ""Thượng ngàn công chúa cai quản các cõi rừng của Nam Giao"". Từ đó, Cô Bé trở thành bà chúa của rừng xanh. Một hôm, Thượng Ngàn công chúa hạ giá se mây thăm thú đại ngàn và chọn nơi đây để ngự."
Những câu chuyện nào liên quan tới vị Đức thánh Tản Viên?,"Thời Hùng Vương thứ 18, Tản Viên Sơn Thánh (con rể Hùng Vương) có một người con gái thông minh, xinh đẹp, văn võ toàn tài, huý là La Bình hay còn gọi là Cô Bé."
"Chi tiết về các bảo vật, hiện vật?","Trong đền hiện còn lưu giữ một số hiện vật có giá trị, như quả chuông đồng cổ, 3 bức đại tự bằng chữ Hán và 5 đạo sắc thời Nguyễn."
Chi tiết về lễ hội đền Cảnh Xanh?,"Lễ chính đền vào ngày 18 tháng Giêng âm lịch; ngày mùng 3 tháng Tư lễ vào hè; ngày 3 tháng Bảy lễ ra hè, ngày 20 tháng Tám giỗ Đức Thánh Trần; ngày 10 tháng Chạp lễ tất niên."
Vị Đức thánh Tản Viên được mô tả như thế nào?,Tản Viên Sơn Thánh là con rể Hùng Vương.
Đền Mẫu Tam Cờ có tên gọi khác là gì?,Đền Mẫu Tam Cờ còn có tên gọi khác là đền Hạ ở Tuyên Quang.
Đền Hạ Tuyên Quang thờ ai?,"Đền Hạ Tuyên Quang thờ Mẫu Thoải, là nàng Phương Dung công chúa, con gái của vua Hùng."
Đền Hạ Tuyên Quang tọa lạc tại vị trí nào?,"Đền Hạ Tuyên Quang nằm ở số 53, phố Lý Nam Đế, phường Tân Quang, thành phố Tuyên Quang."
Đền Hạ Tuyên Quang được xây dựng lại năm nào?,Đền Hạ được xây dựng lại năm 1738.
Đền Hạ Tuyên Quang đã có bao nhiêu năm tuổi đời?,"Từ khi xây lại đền đến nay, Đền Hạ đã có 282 năm tuổi đời."
Đền Hạ Tuyên Quang đạt di tích lịch sử cấp nào?,Năm 1994 đền Hạ được Bộ Văn hóa thông tin công nhận là Di tích cấp quốc gia.
"Đền Hạ Tuyên Quang có những gian, tòa nào?","Đền Hạ có hệ thống Lưỡng long chầu nguyệt trên mái đền, các đình đao, và bốn chữ “Hiệp Thuận Linh Từ” khắc trên vách lầu hướng ra đường phố."
Những câu chuyện liên quan tới đền Hạ Tuyên Quang?,"Thuyết xưa kể rằng: trong một lần theo cha tuần du miền biên ải, hai nàng công chúa là Phương Dung và Ngọc Lân con của vua Hùng đã đến khúc sông này. Vào một đêm bỗng nhiên sấm chớp đùng đùng, hai nàng hiển linh bay về trời, từ đó dân đã lập đền thờ."
Đền Hạ Tuyên Quang có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Ngày nay nhân dân thành phố, con nhang đệ tử khắp nơi lại về đây du ngoạn và thắp hương thờ thánh mẫu, làm cho Tam Cờ ngày thêm sinh động."
Những sự kiện lịch sử quan trọng đã diễn ra tại đền Hạ Tuyên Quang?,"Vào thời Minh Mệnh thứ 14 tức là năm 1833, vua cử Tổng trấn Lê Văn Đức cùng Nguyễn Công Trứ lên Tuyên Quang đi dẹp cuộc khởi nghĩa nông dân do Nùng Văn Vân làm thủ lĩnh. Mấy lần cất quân, mấy lần thất bại. Nghĩ đến việc cầu cứu thần linh, Lê Văn Đức đã vào đền Hạ để cầu khấn xin thánh thần giúp đỡ. Và cuối cùng ông ta đã dẹp được cuộc khởi nghĩa này."
Đền Thượng Tuyên Quang có tên gọi khác là gì?,"Đền Thượng Tuyên Quang còn được gọi là đền Mẫu Thượng, đền Sâm Sơn hay đền Tình Húc dưới triều Nguyễn."
Đền Thượng Tuyên Quang được xây dựng từ khi nào?,"Đền Thượng được sắc phong sớm nhất từ năm 1743, cùng thời với đền Hạ."
Đền Thượng Tuyên Quang tọa lạc tại vị trí nào?,"Đền Thượng nằm dưới chân núi Dùm Tuyên Quang, một bên tựa lưng vào núi, còn bên dưới hướng ra dòng sông Lô. Đền nằm ở chân đỉnh núi Dùm, xóm 14, xã Tràng Đà, TP. Tuyên Quang."
Những ngôi đền nào gần đền Thượng Tuyên Quang?,Đền Hạ và đền Ỷ La.
Đền Thượng Tuyên Quang thờ ai?,Đền Thượng thờ Ngọc Lân Công Chúa.
Đền Hạ thờ ai?,Đền Hạ thờ Phương Dung Công Chúa.
Đền Thượng Tuyên Quang được xây dựng từ vật liệu nào?,Không có thông tin trong đoạn văn.
Những ngôi đền nào đạt di tích lịch sử cấp quốc gia?,Đền Thượng Tuyên Quang được xếp hạng Di tích lịch sử văn hóa Quốc gia năm 2015.
"Đền Thượng Tuyên Quang có những gian, tòa nào?",Không có thông tin trong đoạn văn.
"Chi tiết về các bảo vật, hiện vật tại đền Thượng Tuyên Quang?","Đền Thượng lưu giữ nhiều di vật, hiện vật quý hiếm với đa dạng chất liệu, cùng các thư tịch Hán Nôm cổ như hoành phi, câu đối, sắc phong."
Chi tiết về lễ hội đền Thượng Tuyên Quang?,"Các lễ lớn tại đền Thượng Tuyên Quang bao gồm lễ khai bút ngày 2 tháng Giêng, lễ Thượng nguyên giải hạn ngày 10 tháng Giêng, lễ cầu mưa vào tháng 4 Âm lịch và lễ mừng sinh nhật các Mẫu từ tháng 5 đến tháng 10. Hội rước Mẫu vào tháng 2 và tháng 7 Âm lịch là dịp long trọng nhất."
Đền thờ Chủ tịch Hồ Chí Minh tọa lạc tại vị trí nào?,"Đền thờ Chủ tịch Hồ Chí Minh tọa lạc tại chân núi Thổ Sơn gắn kết với nhóm Tượng đài “Bác Hồ với nhân dân các dân tộc tỉnh Tuyên Quang” trong khuôn viên Quảng trường Nguyễn Tất Thành, thành phố Tuyên Quang."
Đền thờ Chủ tịch Hồ Chí Minh có kiến trúc gì đặc biệt?,"Đền có cấu trúc là ngôi nhà đại khoa, phía trước là 3 gian, 2 chái, phía sau gồm 2 gian. Toàn bộ khung gỗ gia công bằng gỗ lim, cấu kiện được đục chạm hoa văn trang trí bề mặt; nội thất phù hợp với tín ngưỡng thờ cúng của dân tộc Việt; vật liệu chủ yếu là gỗ lim, gỗ mít và gỗ thị. Các họa tiết, hoa văn trang trí mang đậm nét đặc trưng văn hóa các dân tộc tỉnh Tuyên Quang."
Đền thờ Chủ tịch Hồ Chí Minh được xây dựng từ vật liệu nào?,"Vật liệu chủ yếu là gỗ lim, gỗ mít và gỗ thị."
"Đền thờ Chủ tịch Hồ Chí Minh có những gian, tòa nào?","Phía trước là 3 gian, 2 chái, phía sau gồm 2 gian."
Gian chính ở Đền thờ Chủ tịch Hồ Chí Minh thờ ai?,"Gian chính ngôi Đền có bức đại tự “Chính Đại Quang Minh” và hai câu đối do Giáo sư, Anh hùng Lao động Vũ Khiêu viết: “Ánh sáng rực Tuyên Quang hồng nhật soi dài muôn dặm đất/Khí thiêng trùm Việt Bắc đẩu tinh định hướng triệu con người”."
Đền Ỷ La tọa lạc tại vị trí nào?,"Đền Ỷ La tọa lạc tại phường Ỷ La, TP Tuyên Quang, tỉnh Tuyên Quang."
Đền Ỷ La được xây dựng từ khi nào?,"Đền được khởi công xây dựng vào năm 1743, niên hiệu Cảnh Hưng năm thứ 4."
Đền Ỷ La thờ ai?,Đền Ỷ La thờ công chúa Phương Dung (người được xem là hóa thân của đức thánh Mẫu Thượng Thiên).
Đền Ỷ La đã qua bao nhiêu lần tu sửa?,Đền được trùng tu lại vào đầu thế kỷ XIX.
"Đền Ỷ La có những bảo vật, hiện vật quý giá nào?","Một số hiện vật giá trị được lưu giữ tại đây phải kể đến: Hệ thống bia ký bằng đá nguyên khối, Tượng thờ bằng gỗ mít được chạm khắc, dát vàng tinh xảo, Hai quả chuông đồng, Khánh đồng, Các bức đại tự, hoành phi câu đối niên đại hàng trăm năm tuổi..."
Những ngôi chùa nào gần ngôi chùa Hương?,Không có thông tin về chùa Hương trong đoạn văn.
Đền Ỷ La được xây dựng từ vật liệu nào?,Không có thông tin cụ thể về vật liệu xây dựng trong đoạn văn.
Đền Ỷ La đạt di tích lịch sử cấp nào?,"Đền mang giá trị văn hóa, lịch sử, tâm linh đặc sắc, được công nhận là di tích cấp Quốc gia vào năm 2016."
Chi tiết về lễ hội đền Ỷ La?,"Lễ hội đền Ỷ La cũng được tổ chức từ ngày 11 - 16 tháng 2 Âm lịch hằng năm với nhiều hoạt động văn hóa đặc sắc. Phần lễ bao gồm lễ rước Kiệu Mẫu và tế lễ. Sau phần lễ là phần hội với nhiều hoạt động vui chơi sôi động như: kéo co, đẩy gậy, bơi thuyền, chọi gà... Bên cạnh đó là các hoạt động thi đấu thể thao, văn nghệ, giao lưu, giới thiệu văn hóa tín ngưỡng thờ Mẫu."
Đền Đồng Xuân được xây dựng từ khi nào?,Đền Đồng Xuân được xây dựng vào cuối thế kỷ 19 dưới triều vua Thành Thái.
Đền Đồng Xuân tọa lạc tại vị trí nào?,"Đền Đồng Xuân tọa lạc tại địa bàn tổ 4, phường Minh Xuân, thị xã Tuyên Quang."
Diện tích của đền Đồng Xuân là bao nhiêu?,Diện tích của đền Đồng Xuân là 968 m².
Đền Đồng Xuân thờ ai?,Đền Đồng Xuân thờ Đức thánh Mẫu Thượng Thiên đồng nhất với Mẫu Liễu Hạnh.
Từng gian ở đền Đồng Xuân thờ ai?,Toà Thượng điện là nơi đặt bàn thờ thánh Mẫu Thượng Thiên cùng bộ Tam toà Thánh Mẫu của đạo thờ mẫu Việt Nam.
Đền Đồng Xuân được xây dựng từ vật liệu nào?,Cổng nghi môn đền Đồng Xuân được xây dựng bằng vật liệu bền vững theo kiểu kiến trúc thời Nguyễn.
"Đền Đồng Xuân có những gian, tòa nào?","Đền có kiến trúc hình chữ “Đinh"", gồm toà Tiền đường và toà Thượng điện, phía ngoài là cổng tam quan hay còn gọi là nghi môn."
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,Đền Đồng Xuân là di tích kiến trúc nghệ thuật cấp tỉnh.
Chùa Báo Ân được xây dựng từ khi nào?,Chùa Báo Ân được xây dựng ở thế kỷ XII đời vua Lý Cao Tông (1176 - 1210).
Chùa Báo Ân xây dựng vào thời đại nào?,Chùa Báo Ân xây dựng vào thời đại nhà Lý.
Chùa Báo Ân tọa lạc tại vị trí nào?,"Chùa Báo Ân thuộc phường Trưng Nhị, thị xã Phúc Yên."
